PARENTNAME,OWNER_NAME,OPER_NAME,PLANT_NAME,PHYS_CITY,P_COUNTY,UNIT_STATE,P_ST_NAME,P_COUNTRY,MARKET_REG,WORLD_REG,IND_CODE_DESC,SIC_CODE,PLANT_ID,UNIT_NAME,UNIT_ID,UNIT_TYPE,OUT_DESIGN,KO_DATE,STARTUP,STARTYEAR,SHUTDOWN,PRIM_FUEL,SECND_FUEL,FUEL_GROUP,HEAT_RATE,PWR_USAGE,U_STATUS,BOIL_NAME,BOILERTYPE,BMFR_NAME,BOIL_INFO,STEAM,STEAM_UOM,STEAM_TON,PRESSURE,PRES_UOM,PRES_BAR,TEMP,TEMP_UOM,TEMP_CEL,DESIGNFIRM,CONSTFIRM,MMBTU_HR,KO_YEAR,LATITUDE,LONGITUDE,COGEN_CHP
City of Alexandria,Alexandria Utilities Division,Alexandria Utilities Division,D G Hunter Power Station,Alexandria,Rapides,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1005449,Hunter 03,1004063,Steam Turbine,55,,1-Jan-65,1965,31-Mar-16,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,9275,Peak Load,Closed,Boiler 03,Watertube Boiler,Babcock & Wilcox,Front-Fired,510000,lbs/hr,255,1200,PSIG,83,1000,deg F,538,Black & Veatch Pritchard,,,,31.320829,-92.461909,0
Duke Energy Corporation,Duke Energy Indiana,Duke Energy Indiana,Noblesville Power Station,Noblesville,Hamilton,IN,Indiana,U.S.A.,Great Lakes,North America,Power,4911,1512057,Noblesville ST 02,1005358,Combined Cycle Steam Turbine Wasteheat Only,55,,1-Sep-50,1950,,Combined Cycle Waste Heat,,Natural Gas,8561,Peak Load,Operational,Boiler 02 Retired,Dry Bottom Boiler,Riley Stoker Corporation,Front-Fired ESP-CS,900000,lbs/hr,450,850,PSIG,59,900,deg F,482,,,,,40.095817,-85.970329,0
Duke Energy Corporation,Duke Energy Indiana,Duke Energy Indiana,Noblesville Power Station,Noblesville,Hamilton,IN,Indiana,U.S.A.,Great Lakes,North America,Power,4911,1512057,Noblesville ST 02,1005358,Combined Cycle Steam Turbine Wasteheat Only,55,,1-Sep-50,1950,,Combined Cycle Waste Heat,,Natural Gas,8561,Peak Load,Operational,Boiler 03 Retired,Dry Bottom Boiler,Riley Stoker Corporation,Front-Fired ESP-CS,900000,lbs/hr,450,850,PSIG,59,900,deg F,482,,,,,40.095817,-85.970329,0
Xcel Energy Incorporated,Benson Power LLC,Xcel Energy Incorporated,Benson Power Biomass Plant,Benson,Swift,MN,Minnesota,U.S.A.,Midwest,North America,Power,4931,1041842,Benson 01,1013160,Steam Turbine,55,1-Jul-04,30-Sep-07,2007,31-Jul-18,Biomass,Wood,Renewable Energy,,Base Load,Removed,Boiler 01,Watertube Boiler,Wood Foster Wheeler,Stoker-Fired SNCR BAG FGD-DS,490000,lbs/hr,245,1500,PSIG,103,970,deg F,521,SNC-Lavalin,SNC-Lavalin,785,2004,45.322401,-95.629506,1
City of Vero Beach,City of Vero Beach Municipal Utilities,City of Vero Beach Municipal Utilities,Vero Beach Power Station,Vero Beach,Indian River,FL,Florida,U.S.A.,Southeast,North America,Power,4911,1502555,Vero Beach 04,1004425,Steam Turbine,55,,1-Nov-76,1976,9-Jan-16,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,11699,Peak Load,Closed,Boiler 04,Watertube Boiler,Wood Foster Wheeler,Front-Fired,505000,lbs/hr,252.5,1350,PSIG,93,955,deg F,513,,,685,,27.632472,-80.376983,0
Evergy Incorporated,Kansas City Power & Light Company,Kansas City Power & Light Company,Sibley Power Station,Sibley,Jackson,MO,Missouri,U.S.A.,Midwest,North America,Power,4911,1015443,Sibley 01,1004854,Steam Turbine,55,,1-Jun-60,1960,31-Dec-17,Coal Subbituminous,Coal Bituminous,Coal,10461,Base Load,Closed,Boiler 01,Wet Bottom Boiler,Babcock & Wilcox,Cyclone-Firing OFA ESP-CS SNCR,450000,lbs/hr,225,1500,PSIG,103,1000,deg F,538,,,610,,39.178195,-94.18468,0
Duke Energy Corporation,Duke Energy Indiana,Duke Energy Indiana,Noblesville Power Station,Noblesville,Hamilton,IN,Indiana,U.S.A.,Great Lakes,North America,Power,4911,1512057,Noblesville 01 ST,1005356,Combined Cycle Steam Turbine Wasteheat Only,55,,1-Dec-50,1950,,Combined Cycle Waste Heat,,Natural Gas,8561,Peak Load,Operational,Boiler 01 Retired,Dry Bottom Boiler,Riley Stoker Corporation,Front-Fired ESP-CS,900000,lbs/hr,450,850,PSIG,59,900,deg F,482,,,,,40.095817,-85.970329,0
Dairyland Power Cooperative,Dairyland Power Cooperative,Dairyland Power Cooperative,Alma Power Station,Alma,Buffalo,WI,Wisconsin,U.S.A.,Great Lakes,North America,Power,4911,1012301,Alma 04,1004650,Steam Turbine,54.4,,1-May-57,1957,27-Oct-14,Coal Bituminous,Coal Subbituminous,Coal,10960,Peak Load,Removed,Boiler 04,Dry Bottom Boiler,Riley Stoker Corporation,PC Front-Fired LNB OFA SNCR ESP-CS (DSI Planned),390000,lbs/hr,195,1450,PSIG,100,1000,deg F,538,,,633.3,,44.307597,-91.911019,0
WEC Energy Group,We Energies,We Energies,Presque Isle Power Station,Marquette,Marquette,MI,Michigan,U.S.A.,Great Lakes,North America,Power,4911,1518863,Presque Isle 03,1005404,Steam Turbine,54.4,,1-Jan-64,1964,27-Mar-09,Coal Bituminous,Petroleum Coke,Coal,11443,Base Load,Removed,Boiler 03,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB BAG,375000,lbs/hr,187.5,,PSIG,,,deg F,,Stone & Webster,,637,,46.579223,-87.396124,0
Southern Company,Georgia Power Company,Georgia Power Company,Kraft Power Station,Port Wentworth,Chatham,GA,Georgia,U.S.A.,Southeast,North America,Power,4911,1015022,Kraft 02,1005658,Steam Turbine,54.4,,1-May-61,1961,4-Oct-15,Coal Bituminous,Natural Gas,Coal,10919,Base Load,Closed,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired (Dry-ESP-CS 2001),375000,lbs/hr,187.5,1450,PSIG,100,1000,deg F,538,Stone & Webster,,690,,32.14936,-81.14634,0
Hawaiian Electric Industries Incorporated (HEI),Hawaiian Electric Company Incorporated (HECO),Hawaiian Electric Company Incorporated (HECO),Honolulu Generating Station,Honolulu,Honolulu,HI,Hawaii,U.S.A.,West Coast,North America,Power,4911,3094358,Honolulu 09,2104496,Steam Turbine,54.4,,31-Oct-57,1957,1-Jan-14,Fuel Oil No. 6 Residual,Fuel Oil No. 2 Distillate Diesel,Fuel Oil,,Intermediate Load,Closed,Boiler 09,Watertube Boiler,Babcock & Wilcox,RB-259 Front Wall-Fired SN:19200 (6) Burners,485000,lbs/hr,242.5,,PSIG,,,deg F,,,,631.5,,21.305741,-157.863564,0
Hawaiian Electric Industries Incorporated (HEI),Hawaiian Electric Company Incorporated (HECO),Hawaiian Electric Company Incorporated (HECO),Waiau Power Station,Pearl City,Honolulu,HI,Hawaii,U.S.A.,West Coast,North America,Power,4911,1061162,Waiau 06,1030740,Steam Turbine,54.4,,1-Jun-61,1961,31-Dec-29,Fuel Oil No. 6 Residual,,Fuel Oil,10892,Intermediate Load,Operational,Boiler 06,Watertube Boiler,Babcock & Wilcox,Front-Fired,485000,lbs/hr,242.5,,PSIG,,,deg F,,,,,,21.38877,-157.960706,0
Hawaiian Electric Industries Incorporated (HEI),Hawaiian Electric Company Incorporated (HECO),Hawaiian Electric Company Incorporated (HECO),Waiau Power Station,Pearl City,Honolulu,HI,Hawaii,U.S.A.,West Coast,North America,Power,4911,1061162,Waiau 05,1030739,Steam Turbine,54.4,,1-Sep-59,1959,31-Dec-29,Fuel Oil No. 6 Residual,,Fuel Oil,10892,Intermediate Load,Operational,Boiler 05,Watertube Boiler,Babcock & Wilcox,Front-Fired,485000,lbs/hr,242.5,,PSIG,,,deg F,,,,,,21.38877,-157.960706,0
AdvanSix Incorporated,"City Point Energy Center, LLC","City Point Energy Center, LLC",City Point Energy Center (James River Genco),Hopewell,Hopewell City,VA,Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1032676,James River 01,1011899,Steam Turbine,54,,1-Nov-87,1987,1-Jul-19,Coal Bituminous,,Coal,15151,Intermediate Load,Closed,Boiler 01B,Dry Bottom Boiler,Wood Foster Wheeler,Spreader Stoker OFA BAG FGR FGD-DS (AL),76000,lbs/hr,38,1750,PSIG,121,,deg F,,,,200,,37.297678,-77.283391,1
AdvanSix Incorporated,"City Point Energy Center, LLC","City Point Energy Center, LLC",City Point Energy Center (James River Genco),Hopewell,Hopewell City,VA,Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1032676,James River 01,1011899,Steam Turbine,54,,1-Nov-87,1987,1-Jul-19,Coal Bituminous,,Coal,15151,Intermediate Load,Closed,Boiler 01C,Dry Bottom Boiler,Wood Foster Wheeler,Spreader Stoker OFA BAG FGR FGD-DS (AL),76000,lbs/hr,38,1750,PSIG,121,,deg F,,,,200,,37.297678,-77.283391,1
City of Bryan,Bryan Texas Utilities,Bryan Texas Utilities,Atkins Power Station,Bryan,Brazos,TX,Texas,U.S.A.,Southwest,North America,Power,4911,1029051,Atkins 06,1005050,Steam Turbine,54,,1-Aug-69,1969,1-Oct-06,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,11500,Peak Load,Removed,Boiler 06,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Front-Fired,480000,lbs/hr,240,1355,PSIG,93,955,deg F,513,,,,,30.647504,-96.37161,0
Otter Tail Corporation,Otter Tail Power Company,Otter Tail Power Company,Hoot Lake Power Station,Fergus Falls,Otter Tail,MN,Minnesota,U.S.A.,Midwest,North America,Power,4911,1015582,Hoot Lake 02,1006671,Steam Turbine,54,,1-Oct-59,1959,31-May-21,Coal Subbituminous,,Coal,11432,Intermediate Load,Closed,Boiler 02,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB OFA ESP-CS BAG (ACIS 2014),400000,lbs/hr,200,1450,PSIG,100,1000,deg F,538,,,,,46.290676,-96.043274,0
"City of Rochester, Minnesota",Rochester Public Utilities,Rochester Public Utilities,Silver Lake Power Station,Rochester,Olmsted,MN,Minnesota,U.S.A.,Midwest,North America,Power,4911,1018994,Silver Lake 04,1007203,Steam Turbine,54,,1-Dec-69,1969,31-Dec-15,Natural Gas,,Natural Gas,10500,Intermediate Load,Closed,Boiler 04,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired LNB ESP-CS Switched to Natural Gas 2013,520000,lbs/hr,260,1350,PSIG,93,950,deg F,510,,,684,,44.02861,-92.45972,0
City of Lubbock,Lubbock Power & Light Department,Lubbock Power & Light Department,Alex Ty Cooke Power Station,Lubbock,Lubbock,TX,Texas,U.S.A.,Southwest,North America,Power,4911,1023998,Cooke 02 ST,1008224,Steam Turbine,54,,1-Jun-78,1978,17-Jun-16,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,12000,Peak Load,Mothballed,Boiler 02,Watertube Boiler,Wood Foster Wheeler,Front-Fired,512000,lbs/hr,256,950,PSIG,66,950,deg F,510,,,,,33.521983,-101.791538,0
AdvanSix Incorporated,"City Point Energy Center, LLC","City Point Energy Center, LLC",City Point Energy Center (James River Genco),Hopewell,Hopewell City,VA,Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1032676,James River 01,1011899,Steam Turbine,54,,1-Nov-87,1987,1-Jul-19,Coal Bituminous,,Coal,15151,Intermediate Load,Closed,Boiler 01A,Dry Bottom Boiler,Wood Foster Wheeler,Spreader Stoker OFA BAG FGR FGD-DS (AL),76000,lbs/hr,38,1750,PSIG,121,,deg F,,,,200,,37.297678,-77.283391,1
AdvanSix Incorporated,"City Point Energy Center, LLC","City Point Energy Center, LLC",City Point Energy Center (James River Genco),Hopewell,Hopewell City,VA,Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1032676,James River 02,1011900,Steam Turbine,54,,1-Nov-87,1987,1-Jul-19,Coal Bituminous,,Coal,14705,Intermediate Load,Closed,Boiler 02C,Dry Bottom Boiler,Wood Foster Wheeler,Spreader Stoker OFA BAG FGR FGD-DS (AL),76000,lbs/hr,38,1750,PSIG,121,,deg F,,,,200,,37.297678,-77.283391,1
AdvanSix Incorporated,"City Point Energy Center, LLC","City Point Energy Center, LLC",City Point Energy Center (James River Genco),Hopewell,Hopewell City,VA,Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1032676,James River 02,1011900,Steam Turbine,54,,1-Nov-87,1987,1-Jul-19,Coal Bituminous,,Coal,14705,Intermediate Load,Closed,Boiler 02B,Dry Bottom Boiler,Wood Foster Wheeler,Spreader Stoker OFA BAG FGR FGD-DS (AL),76000,lbs/hr,38,1750,PSIG,121,,deg F,,,,200,,37.297678,-77.283391,1
AdvanSix Incorporated,"City Point Energy Center, LLC","City Point Energy Center, LLC",City Point Energy Center (James River Genco),Hopewell,Hopewell City,VA,Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1032676,James River 02,1011900,Steam Turbine,54,,1-Nov-87,1987,1-Jul-19,Coal Bituminous,,Coal,14705,Intermediate Load,Closed,Boiler 02A,Dry Bottom Boiler,Wood Foster Wheeler,Spreader Stoker OFA BAG FGR FGD-DS (AL),76000,lbs/hr,38,1750,PSIG,121,,deg F,,,,200,,37.297678,-77.283391,1
CLECO Corporation,CLECO Power LLC,CLECO Power LLC,Teche Power Station,Baldwin,Saint Mary,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1004632,Teche 02,1004271,Steam Turbine,54,,1-May-56,1956,2-Dec-11,Natural Gas,,Natural Gas,10893,Peak Load,Closed,Boiler 02,Dry Bottom Boiler,Riley Stoker Corporation,Front-Fired,385000,lbs/hr,192.5,1500,PSIG,103,1000,deg F,538,,,,,29.8225,-91.54278,0
Lafayette Utilities System,Lafayette Utilities System,Lafayette Utilities System,Louis Doc Bonin Power Station,Lafayette,Lafayette,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1004436,Louis Doc Bonin 01,1004517,Steam Turbine,53.9,,1-Apr-65,1965,30-Aug-13,Natural Gas,Fuel Oil No. 2 Distillate Diesel,Natural Gas,11500,Peak Load,Closed,Boiler 01,Watertube Boiler,Babcock & Wilcox,Front-Fired,425000,lbs/hr,212.5,1250,PSIG,86,950,deg F,510,,,,,30.23778,-92.04694,0
Macquarie Infrastructure Company,WIN Waste Innovations,WIN Waste Innovations,Saugus Resco Waste-to-Energy,Saugus,Essex,MA,Massachusetts,U.S.A.,New England,North America,Power,4931,1033475,Saugus 01,1009417,Steam Turbine,53.7,,1-Aug-85,1985,,Waste (solid/sludge),Fuel Oil No. 2 Distillate Diesel,Renewable Energy,16790,Base Load,Operational,Boiler 01,Incinerator/Mass Burn Boiler,"Von Roll, Inc.",Von Roll Recip Grate SNCR BAG FGD-DS ACIS 750 T/d NB 28,185000,lbs/hr,92.5,650,PSIG,45,850,deg F,454,,,,,42.44708,-70.98061,0
Macquarie Infrastructure Company,WIN Waste Innovations,WIN Waste Innovations,Saugus Resco Waste-to-Energy,Saugus,Essex,MA,Massachusetts,U.S.A.,New England,North America,Power,4931,1033475,Saugus 01,1009417,Steam Turbine,53.7,,1-Aug-85,1985,,Waste (solid/sludge),Fuel Oil No. 2 Distillate Diesel,Renewable Energy,16790,Base Load,Operational,Boiler 02,Incinerator/Mass Burn Boiler,"Von Roll, Inc.",Von Roll Recip Grate SNCR BAG FGD-DS ACIS 750 T/d NB 29,185000,lbs/hr,92.5,650,PSIG,45,850,deg F,454,,,,,42.44708,-70.98061,0
American Municipal Power Partners,American Municipal Power Partners,American Municipal Power Partners,Richard H Gorsuch Power Station,Marietta,Washington,OH,Ohio,U.S.A.,Great Lakes,North America,Power,4911,1026312,Richard H Gorsuch 03,1003956,Steam Turbine,53.3,,1-Sep-88,1988,30-Nov-10,Coal Bituminous,,Coal,11071,Base Load,Removed,Boiler 03,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired LNB OFA,650000,lbs/hr,325,1325,PSIG,91,950,deg F,510,,,,,39.36667,-81.51833,1
American Municipal Power Partners,American Municipal Power Partners,American Municipal Power Partners,Richard H Gorsuch Power Station,Marietta,Washington,OH,Ohio,U.S.A.,Great Lakes,North America,Power,4911,1026312,Richard H Gorsuch 02,1003955,Steam Turbine,53.3,,1-Sep-88,1988,30-Nov-10,Coal Bituminous,,Coal,11084,Base Load,Removed,Boiler 02,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired LNB OFA,650000,lbs/hr,325,1325,PSIG,91,950,deg F,510,,,,,39.36667,-81.51833,1
American Municipal Power Partners,American Municipal Power Partners,American Municipal Power Partners,Richard H Gorsuch Power Station,Marietta,Washington,OH,Ohio,U.S.A.,Great Lakes,North America,Power,4911,1026312,Richard H Gorsuch 04,1003957,Steam Turbine,53.3,,1-Sep-88,1988,30-Nov-10,Coal Bituminous,,Coal,11071,Base Load,Removed,Boiler 04,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired LNB,650000,lbs/hr,325,1325,PSIG,91,950,deg F,510,,,,,39.36667,-81.51833,1
American Municipal Power Partners,American Municipal Power Partners,American Municipal Power Partners,Richard H Gorsuch Power Station,Marietta,Washington,OH,Ohio,U.S.A.,Great Lakes,North America,Power,4911,1026312,Richard H Gorsuch 01,1003954,Steam Turbine,53.3,,1-Sep-88,1988,30-Nov-10,Coal Bituminous,,Coal,11084,Base Load,Removed,Boiler 01,Dry Bottom Boiler,Babcock & Wilcox,PC Front-Fired LNB,650000,lbs/hr,325,1325,PSIG,91,950,deg F,510,,,,,39.36667,-81.51833,1
Macquarie Infrastructure Company,WIN Waste Innovations,WIN Waste Innovations,Falls Waste-to-Energy,Morrisville,Bucks,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1012790,Falls 01,1013143,Steam Turbine,53.3,,1-May-94,1994,,Waste (solid/sludge),Natural Gas,Renewable Energy,13490,Base Load,Operational,Boiler 02,Incinerator/Mass Burn Boiler,Babcock & Wilcox,Von Roll Recip Grate SNCR BAG FGD-DS 750 T/d NB24976,208000,lbs/hr,104,1300,PSIG,90,630,deg F,332,,,,,40.162705,-74.767761,0
Macquarie Infrastructure Company,WIN Waste Innovations,WIN Waste Innovations,Falls Waste-to-Energy,Morrisville,Bucks,PA,Pennsylvania,U.S.A.,Northeast,North America,Power,4931,1012790,Falls 01,1013143,Steam Turbine,53.3,,1-May-94,1994,,Waste (solid/sludge),Natural Gas,Renewable Energy,13490,Base Load,Operational,Boiler 01,Incinerator/Mass Burn Boiler,Babcock & Wilcox,Von Roll Recip Grate SNCR BAG FGD-DS 750 T/d NB 24977,208000,lbs/hr,104,1300,PSIG,90,930,deg F,499,,,,,40.162705,-74.767761,0
Calpine Corporation,Calpine Corporation,Calpine Corporation,Deepwater Energy Center,Pennsville,Salem,NJ,New Jersey,U.S.A.,Northeast,North America,Power,4931,1512564,Deepwater 04,1004160,Steam Turbine,53,,1-May-30,1930,1-Jan-00,Fuel Oil No. 6 Residual,,Fuel Oil,13000,Peak Load,Closed,Boiler 04,Watertube Boiler,Babcock & Wilcox,Front-Fired,290000,lbs/hr,145,,PSIG,,,deg F,,,,,,39.684173,-75.50832,0
Berkshire Hathaway Incorporated,NV Energy Incorporated,NV Energy Incorporated,Frank A Tracy Generating Station,Sparks,Storey,NV,Nevada,U.S.A.,Rocky Mountains,North America,Power,4911,1018804,Tracy 01,1006406,Steam Turbine,53,,1-Aug-63,1963,10-Jan-15,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,12175,Intermediate Load,Closed,Boiler 01,Watertube Boiler,Riley Stoker Corporation,Front-Fired,475000,lbs/hr,237.5,850,PSIG,59,900,deg F,482,,,,,39.5625,-119.525,0
Entergy Corporation,Entergy New Orleans Incorporated,Entergy Operations Incorporated,A B Patterson Peaking Station,New Orleans,Orleans,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1017570,A B Patterson 03,1016912,Steam Turbine,51.8,,1-Apr-50,1950,31-Dec-04,Natural Gas,Fuel Oil No. 6 Residual,Natural Gas,12607,Peak Load,Removed,Boiler 03,Watertube Boiler,Babcock & Wilcox,Front-Fired,425000,lbs/hr,212.5,1250,PSIG,86,950,deg F,510,,,600,,30.0163,-90.0249,0
PG&E Corporation,Pacific Gas & Electric Company,Pacific Gas & Electric Company,Humboldt Bay Generating,Eureka,Humboldt,CA,California,U.S.A.,West Coast,North America,Power,4911,1012699,Humboldt 02,1005063,Steam Turbine,51.2,,1-Dec-58,1958,27-Sep-10,Natural Gas,,Natural Gas,12672,Base Load,Removed,Boiler 02,Watertube Boiler,Babcock & Wilcox,Front-Fired,566250,lbs/hr,283.125,850,PSIG,59,900,deg F,482,Bechtel Corporation,,680,,40.741319,-124.210317,0
PG&E Corporation,Pacific Gas & Electric Company,Pacific Gas & Electric Company,Humboldt Bay Generating,Eureka,Humboldt,CA,California,U.S.A.,West Coast,North America,Power,4911,1012699,Humboldt 01,1005061,Steam Turbine,51.2,,1-Dec-56,1956,27-Sep-10,Natural Gas,,Natural Gas,12672,Base Load,Removed,Boiler 01,Watertube Boiler,Babcock & Wilcox,Front-Fired,533750,lbs/hr,266.875,850,PSIG,59,900,deg F,482,Bechtel Corporation,,680,,40.741319,-124.210317,0
Dominion Energy Incorporated,Dominion Virginia Power,NAES Corporation,Altavista Power Station,Altavista,Campbell,VA,Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1024312,Altavista 01,1011814,Steam Turbine,51,1-Nov-12,7-Jun-13,2013,13-Dec-27,Biomass,Wood,Renewable Energy,11850,Base Load,Operational,Boiler 02,Dry Bottom Boiler,Babcock & Wilcox,Spreader Stoker OFA SNCR BAG FGD-DS,300000,lbs/hr,150,1500,PSIG,103,955,deg F,513,,,382,2012,37.118674,-79.273551,1
Dominion Energy Incorporated,Dominion Virginia Power,NAES Corporation,Altavista Power Station,Altavista,Campbell,VA,Virginia,U.S.A.,Mid Atlantic,North America,Power,4931,1024312,Altavista 01,1011814,Steam Turbine,51,1-Nov-12,7-Jun-13,2013,13-Dec-27,Biomass,Wood,Renewable Energy,11850,Base Load,Operational,Boiler 01,Watertube Boiler,Babcock & Wilcox,Spreader Stoker OFA SNCR BAG FGD-DS,300000,lbs/hr,150,1500,PSIG,103,955,deg F,513,,,382,2012,37.118674,-79.273551,1
Avista Corporation,Avista Corporation,Avista Corporation,Kettle Falls Generating Station,Kettle Falls,Stevens,WA,Washington,U.S.A.,West Coast,North America,Power,4911,1012456,Kettle Falls 01,1008612,Steam Turbine,50.7,,1-Dec-83,1983,,Wood,Combined Cycle Waste Heat,Renewable Energy,12192,Base Load,Operational,Boiler 01,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,VU-40 Traveling Grate Stoker LEA OFA ESP-HS,415000,lbs/hr,207.5,1500,PSIG,103,950,deg F,510,,,,,48.620399,-118.110894,0
City of Hamilton,Hamilton Department of Public Utilities,Hamilton Department of Public Utilities,Hamilton Power Station,Hamilton,Butler,OH,Ohio,U.S.A.,Great Lakes,North America,Power,4911,1500636,Hamilton 09,1004032,Steam Turbine,50.6,,1-Oct-75,1975,1-Jan-15,Natural Gas,,Natural Gas,12345,Peak Load,Mothballed,Boiler 09,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,PC Tangential-Fired LNB AOFA FGD-DS BAG ESP-HS,500000,lbs/hr,250,1275,PSIG,88,950,deg F,510,,,729,,39.410478,-84.554769,0
Pinellas County,Pinellas County Solidwaste Operations,Covanta Energy Corporation,Pinellas County Waste-to-Energy,Saint Petersburg,Pinellas,FL,Florida,U.S.A.,Southeast,North America,Power,4931,1007514,Pinellas County 01,1012000,Steam Turbine,50.5,,1-Jan-83,1983,,Waste (solid/sludge),Natural Gas,Renewable Energy,17702,Base Load,Operational,Boiler 02,Incinerator/Mass Burn Boiler,Babcock & Wilcox,Reverse Grate 1000 Tons/d SNCR ACIS FGD-DS,244000,lbs/hr,122,650,PSIG,45,715,deg F,379,,,,,27.872856,-82.674169,0
Pinellas County,Pinellas County Solidwaste Operations,Covanta Energy Corporation,Pinellas County Waste-to-Energy,Saint Petersburg,Pinellas,FL,Florida,U.S.A.,Southeast,North America,Power,4931,1007514,Pinellas County 01,1012000,Steam Turbine,50.5,,1-Jan-83,1983,,Waste (solid/sludge),Natural Gas,Renewable Energy,17702,Base Load,Operational,Boiler 01,Incinerator/Mass Burn Boiler,Babcock & Wilcox,Reverse Grate 1000 Tons/d SNCR ACIS FGD-DS,244000,lbs/hr,122,650,PSIG,45,715,deg F,379,Rust International Corp,Rust International Corp,,,27.872856,-82.674169,0
Entergy Corporation,Entergy Gulf States Louisiana LLC,Entergy Gulf States Louisiana LLC,Louisiana 2 Peaking Station,Baton Rouge,East Baton Rouge,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1005421,Louisiana 2 Peaking 07,1018187,Steam Turbine,50,,1-Jan-50,1950,1-Jan-03,Natural Gas,,Natural Gas,,Peak Load,Mothballed,Boiler 10,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Front-Fired,400000,lbs/hr,200,850,PSIG,59,900,deg F,482,,,,,30.48831,-91.18389,0
Entergy Corporation,Entergy Gulf States Louisiana LLC,Entergy Gulf States Louisiana LLC,Louisiana 2 Peaking Station,Baton Rouge,East Baton Rouge,LA,Louisiana,U.S.A.,Southwest,North America,Power,4911,1005421,Louisiana 2 Peaking 08,1018188,Steam Turbine,50,,1-Nov-50,1950,1-Jan-03,Natural Gas,,Natural Gas,,Peak Load,Mothballed,Boiler 11,Watertube Boiler,GE ALSTOM Combustion Engineering Heritage,Front-Fired LNB,400000,lbs/hr,200,850,PSIG,59,900,deg F,482,,,,,30.48831,-91.18389,0
"Commercial Liability Partners, LLC","Commercial Liability Partners, LLC","Commercial Liability Partners, LLC",Havana Power Station,Havana,Mason,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4931,1507617,Havana 03,1005648,Steam Turbine,50,,1-Nov-48,1948,1-Jan-12,Fuel Oil No. 6 Residual,,Fuel Oil,12153,Peak Load,Closed,Boiler 03,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired,285000,lbs/hr,142.5,850,PSIG,59,900,deg F,482,,,,,40.2797,-90.08,0
"Commercial Liability Partners, LLC","Commercial Liability Partners, LLC","Commercial Liability Partners, LLC",Havana Power Station,Havana,Mason,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4931,1507617,Havana 03,1005648,Steam Turbine,50,,1-Nov-48,1948,1-Jan-12,Fuel Oil No. 6 Residual,,Fuel Oil,12153,Peak Load,Closed,Boiler 04,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired,285000,lbs/hr,142.5,850,PSIG,59,900,deg F,482,,,,,40.2797,-90.08,0
"Commercial Liability Partners, LLC","Commercial Liability Partners, LLC","Commercial Liability Partners, LLC",Havana Power Station,Havana,Mason,IL,Illinois,U.S.A.,Great Lakes,North America,Power,4931,1507617,Havana 01,1005646,Steam Turbine,50,,1-Sep-47,1947,1-Jan-12,Fuel Oil No. 6 Residual,,Fuel Oil,12206,Peak Load,Closed,Boiler 01,Dry Bottom Boiler,GE ALSTOM Combustion Engineering Heritage,Tangential-Fired,285000,lbs/hr,142.5,850,PSIG,59,900,deg F,482,,,,,40.2797,-90.08,0
